m,n,node,ppn,ob,ib,pc,avg,std
3859,29302,47,1,16,40,8,1,0.0220343,0.224658
3881,19593,350,1,16,72,32,1,0.0927146,0.0578746
3885,3425,18,1,16,16,8,1,0.0061095,0.945364
3890,6699,36,1,16,8,8,1,0.0445809,0.0895709
3920,43822,92,1,16,80,64,1,0.0425421,0.122343
3922,29302,18,1,16,8,8,1,0.0824867,0.0626397
3958,3917,350,1,16,96,32,1,0.0459221,0.139571
3967,43822,599,1,16,112,8,1,0.322381,0.0292133
3999,2619,61,1,16,24,8,2,0.0144727,0.722504
4022,1024,268,1,16,64,16,4,0.0323694,0.682947
4043,1531,36,1,16,8,8,4,0.0301232,0.491505
4055,1024,31,1,16,8,8,2,0.0131545,0.596234
4062,43822,400,1,16,128,24,1,0.196006,0.0306658
4076,3425,400,1,16,120,56,1,0.0501965,0.0793142
4080,13101,157,1,16,72,56,1,0.0318431,0.185379
1,25623,61,1,32,32,24,1,0.0164741,0.25816
7,3917,895,1,32,80,8,2,0.141239,0.04136
14,11456,61,1,32,8,8,2,0.13973,0.0381982
28,1024,350,1,32,64,16,2,0.0274465,0.00608865
51,14982,70,1,32,64,32,1,0.010205,0.379367
54,43822,92,1,32,88,56,1,0.023578,0.158983
84,13101,179,1,32,72,8,1,0.0265514,0.133773
87,1751,54,1,32,48,48,1,0.00484842,0.787419
88,33509,120,1,32,80,16,1,0.0234285,0.16032
104,3917,92,1,32,64,16,1,0.00938473,0.450264
111,11456,54,1,32,24,16,2,0.0218256,0.322137
115,10018,400,1,32,88,56,2,0.0748721,0.111392
123,2290,41,1,32,24,24,1,0.0050438,1.16459
127,3425,80,1,32,80,56,1,0.00643483,0.910128
136,2619,31,1,32,16,8,1,0.00550501,1.10464
141,2619,137,1,32,128,56,1,0.0114525,0.0496256
181,6699,80,1,32,72,8,1,0.00894651,0.452858
206,2995,350,1,32,80,16,2,0.0438032,0.175353
233,19593,205,1,32,96,8,2,0.0633678,0.0960373
258,1531,31,1,32,8,8,2,0.0114482,0.55677
263,10018,599,1,32,88,8,4,0.162338,0.0969016
265,25623,41,1,32,40,40,1,0.0120293,0.446182
272,6699,24,1,32,8,8,2,0.0228786,0.346724
278,29302,400,1,32,72,56,2,0.150917,0.0551268
281,57308,1024,1,32,72,48,4,1.28517,0.00987576
283,6699,137,1,32,88,56,1,0.0136296,0.297921
284,13101,783,1,32,80,48,1,0.174564,0.0318698
289,65536,36,1,32,8,8,1,0.231497,0.0135432
292,3425,400,1,32,80,56,2,0.0439461,0.17973
353,3425,524,1,32,88,8,1,0.0757326,0.0474409
386,17133,400,1,32,104,64,2,0.0960724,0.0897554
421,22406,234,1,32,88,40,2,0.0630743,0.118333
422,2619,105,1,32,88,24,1,0.00768592,0.0723184
423,25623,105,1,32,80,32,1,0.0185258,0.320408
466,1751,36,1,32,8,8,4,0.0208856,0.5818
481,3917,41,1,32,8,8,4,0.0462495,0.299066
515,1024,783,1,32,64,16,4,0.0688649,0.182198
532,43822,234,1,32,72,40,1,0.0664498,0.0558796
535,8760,783,1,32,96,24,1,0.160292,0.0357461
543,2003,18,1,32,8,8,1,0.00782171,0.581281
557,1751,18,1,32,8,8,1,0.00743219,0.438211
574,65536,21,1,32,16,8,1,0.0363206,0.108457
589,5122,306,1,32,80,24,1,0.0363173,0.120873
595,50113,16,1,32,16,16,1,0.00901438,0.484146
639,50113,157,1,32,128,8,1,0.0492225,0.0729746
649,1751,157,1,32,104,40,1,0.0120688,0.0402863
657,10018,783,1,32,104,48,1,0.16096,0.0238959
673,2290,70,1,32,64,56,1,0.00673085,0.681215
676,2290,16,1,32,16,8,1,0.00285406,2.05071
718,4479,350,1,32,72,64,1,0.0421297,0.0979758
746,10018,157,1,32,112,24,1,0.0190476,0.199458
753,43822,205,1,32,64,32,1,0.0616053,0.0539656
776,5122,41,1,32,40,24,1,0.00590947,0.926385
777,1751,350,1,32,96,16,1,0.0369019,0.00983248
790,8760,80,1,32,64,24,1,0.00930252,0.459731
805,1751,137,1,32,64,48,2,0.0134756,0.542207
837,38320,524,1,32,128,8,4,0.454415,0.0332775
838,3425,205,1,32,120,64,1,0.0190242,0.0185384
839,19593,80,1,32,80,8,1,0.0107296,0.397405
844,17133,400,1,32,104,24,1,0.0719629,0.0858345
866,57308,685,1,32,128,64,4,0.961006,0.0119752
869,11456,179,1,32,64,48,2,0.033129,0.2204
891,5122,524,1,32,128,64,4,0.0998481,0.115546
892,14982,306,1,32,80,40,2,0.0655761,0.108727
907,4479,1024,1,32,88,64,2,0.14995,0.0384753
923,4479,18,1,32,8,8,2,0.0175338,0.422525
926,1171,120,1,32,64,24,1,0.00739273,0.0588635
950,50113,137,1,32,128,64,1,0.0375744,0.082936
954,1024,41,1,32,40,16,1,0.0031256,0.0869106
962,1751,179,1,32,72,56,2,0.0160595,0.455591
983,43822,137,1,32,88,32,1,0.0321515,0.187014
1035,13101,70,1,32,64,32,1,0.00955911,0.421075
1051,7661,54,1,32,24,8,1,0.0117127,0.305612
1061,14982,16,1,32,8,8,2,0.0252168,0.233089
1063,5122,268,1,32,80,40,1,0.0303139,0.109864
1070,1531,350,1,32,120,8,2,0.0349372,0.00662106
1071,3917,350,1,32,72,8,1,0.0452869,0.0837913
1085,19593,54,1,32,40,32,1,0.0115789,0.427809
1095,2995,179,1,32,88,64,1,0.0192174,0.242497
1097,19593,61,1,32,24,8,1,0.0215303,0.146671
1098,1339,400,1,32,72,56,4,0.0377879,0.402944
1111,2003,54,1,32,24,24,1,0.00737653,0.787755
1149,2619,685,1,32,112,16,1,0.0959045,0.00941312
1150,14982,70,1,32,64,64,1,0.0106572,0.490063
1165,2003,80,1,32,80,56,1,0.00393695,0.147613
1167,2995,179,1,32,88,32,2,0.020864,0.31419
1183,1171,54,1,32,24,8,1,0.00683445,0.485638
1189,2995,1024,1,32,112,24,1,0.173289,0.00214213
1212,1024,36,1,32,8,8,2,0.0121376,0.515731
1223,19593,24,1,32,8,8,2,0.0615158,0.136299
1258,5858,70,1,32,64,56,1,0.00799108,0.65101
1277,17133,27,1,32,8,8,2,0.0774002,0.0779572
1289,2995,31,1,32,24,24,1,0.00505614,1.17693
1298,33509,36,1,32,16,16,2,0.0602168,0.0952009
1320,13101,268,1,32,88,8,1,0.0467011,0.0744423
1346,1531,599,1,32,112,16,4,0.0736493,0.200508
1370,65536,16,1,32,8,8,2,0.100625,0.0490609
1394,2619,27,1,32,8,8,2,0.0156422,0.40396
1395,11456,179,1,32,88,8,1,0.029205,0.12908
1408,38320,234,1,32,72,40,2,0.107788,0.0798815
1413,8760,685,1,32,112,64,4,0.169571,0.0728166
1442,4479,120,1,32,72,64,1,0.0105408,0.369527
1449,2619,105,1,32,104,8,1,0.00871364,0.0220455
1461,38320,92,1,32,64,32,1,0.0213076,0.255593
1475,2619,92,1,32,80,56,1,0.007761,0.439409
1478,13101,27,1,32,16,8,1,0.0109592,0.549991
1518,17133,137,1,32,128,40,1,0.020386,0.2005
1521,13101,120,1,32,96,24,1,0.0144278,0.243604
1541,50113,16,1,32,8,8,2,0.0789666,0.0663563
1546,3917,137,1,32,72,48,1,0.0127964,0.498355
1613,5122,120,1,32,64,16,1,0.012187,0.408509
1622,29302,685,1,32,80,8,4,0.444382,0.0349791
1626,2290,92,1,32,72,8,1,0.00725746,0.0696484
1640,1531,268,1,32,64,16,4,0.0293736,0.520196
1654,65536,205,1,32,80,8,2,0.140518,0.0480795
1671,19593,1024,1,32,128,56,4,0.440377,0.0514861
1681,1339,1024,1,32,104,56,4,0.0946052,0.148979
1691,3917,524,1,32,80,40,4,0.0749356,0.16386
1693,65536,179,1,32,72,48,2,0.129348,0.0514467
1706,13101,524,1,32,72,24,2,0.113959,0.0571776
1715,13101,179,1,32,120,64,1,0.0233629,0.156021
1723,1339,80,1,32,72,40,1,0.0050542,0.0595481
1782,1751,105,1,32,72,48,1,0.00645332,0.0599727
1788,4479,400,1,32,72,32,2,0.0532386,0.134637
1789,38320,36,1,32,16,8,2,0.0679805,0.0858455
1804,5858,41,1,32,16,8,1,0.0111704,0.430137
1805,10018,599,1,32,88,40,2,0.111284,0.0640154
1868,2290,61,1,32,40,8,1,0.00620819,0.600915
1883,25623,400,1,32,88,16,1,0.0972946,0.0363648
1890,57308,27,1,32,24,16,1,0.0267463,0.129169
1929,2003,458,1,32,104,64,1,0.0479256,0.00599006
1953,65536,1024,1,32,72,48,4,1.47796,0.00904295
1974,14982,137,1,32,88,32,1,0.017816,0.196311
1987,1171,70,1,32,64,56,1,0.00463135,0.0765655
1989,38320,524,1,32,64,16,1,0.196621,0.021133
2006,13101,54,1,32,24,24,1,0.0164227,0.255081
2021,1339,400,1,32,112,40,1,0.0342687,0.00994469
2030,6699,27,1,32,24,8,1,0.00611206,0.886582
2040,6699,179,1,32,72,16,1,0.0217805,0.178079
2058,5858,157,1,32,72,48,2,0.0223506,0.338141
2087,50113,234,1,32,72,48,2,0.139097,0.07225
2094,3917,685,1,32,112,48,2,0.0947814,0.0732139
2134,5122,157,1,32,64,16,1,0.017189,0.21588
2172,14982,47,1,32,40,40,1,0.00902129,0.603237
2187,57308,179,1,32,72,24,1,0.0570643,0.104207
2194,2995,36,1,32,24,24,1,0.00504729,1.12883
2204,7661,80,1,32,72,40,1,0.00937707,0.535513
2229,8760,61,1,32,56,40,1,0.00769641,0.4933
2234,3425,54,1,32,8,8,1,0.0342837,0.18084
2264,29302,895,1,32,104,24,4,0.528703,0.024712
2290,29302,350,1,32,80,48,4,0.215971,0.0699249
2308,25623,54,1,32,32,8,1,0.0150873,0.231869
2310,65536,27,1,32,8,8,2,0.26597,0.0225782
2363,33509,157,1,32,112,32,1,0.0317698,0.115049
2381,1339,27,1,32,8,8,2,0.010746,0.587028
2387,2290,400,1,32,96,8,2,0.0514588,0.142214
2443,25623,18,1,32,8,8,1,0.0484059,0.063142
2450,5122,24,1,32,24,8,1,0.00378026,1.48093
2478,6699,599,1,32,104,16,4,0.127878,0.107311
2518,8760,350,1,32,104,24,2,0.0684215,0.119456
2525,50113,47,1,32,32,32,1,0.023109,0.228871
2546,8760,120,1,32,80,24,1,0.0134068,0.295096
2548,25623,24,1,32,24,24,1,0.00578705,0.944986
2568,7661,179,1,32,96,48,1,0.0197558,0.251269
2615,38320,18,1,32,8,8,2,0.113625,0.0487988
2645,5122,137,1,32,72,24,1,0.0127975,0.313417
2710,38320,350,1,32,80,24,4,0.243257,0.075474
2716,1024,895,1,32,112,40,2,0.0721934,0.00643594
2736,2290,61,1,32,16,8,1,0.0105457,0.353242
2797,14982,24,1,32,8,8,1,0.0294126,0.104209
2803,1171,120,1,32,88,56,1,0.00701743,0.0391803
2833,3917,1024,1,32,120,32,1,0.180022,0.0229114
2856,10018,783,1,32,104,40,1,0.161429,0.0350365
2861,10018,47,1,32,8,8,4,0.113958,0.126913
2867,25623,179,1,32,64,64,2,0.0560036,0.133673
2912,33509,350,1,32,64,64,1,0.0972146,0.0591355
2931,65536,70,1,32,64,8,1,0.0282609,0.216005
2935,38320,31,1,32,24,8,1,0.0183883,0.183162
2951,4479,783,1,32,64,8,2,0.125763,0.048208
2954,6699,31,1,32,24,16,1,0.00637383,0.813095
2961,14982,599,1,32,104,64,4,0.210217,0.0680041
2967,3425,120,1,32,72,24,1,0.0101467,0.355375
2983,1751,21,1,32,8,8,1,0.00777742,0.619599
3010,1171,157,1,32,128,48,1,0.0111181,0.0536089
3011,25623,205,1,32,96,8,1,0.0467214,0.0734097
3014,7661,120,1,32,96,32,1,0.0123916,0.302377
3030,3425,524,1,32,96,64,4,0.0756373,0.197505
3038,19593,27,1,32,8,8,1,0.0582718,0.0520777
3111,38320,36,1,32,32,24,1,0.0174183,0.260267
3129,2619,268,1,32,72,16,1,0.0300692,0.121305
3130,11456,350,1,32,96,48,2,0.0671808,0.115609
3134,5858,350,1,32,128,24,1,0.0466379,0.075208
3138,10018,137,1,32,72,8,1,0.017157,0.360939
3170,50113,268,1,32,104,32,1,0.0757913,0.0446681
3211,17133,685,1,32,88,64,1,0.151326,0.027764
3250,1751,31,1,32,24,16,1,0.00450325,1.06852
3255,14982,895,1,32,96,24,4,0.301156,0.0522173
3256,38320,179,1,32,64,16,1,0.0464729,0.0664688
3261,38320,685,1,32,120,40,1,0.213893,0.0316158
3265,2995,599,1,32,120,8,2,0.0826715,0.0910706
3268,7661,120,1,32,112,8,1,0.0145647,0.308034
3278,1751,783,1,32,112,32,1,0.0866984,0.00996664
3294,22406,41,1,32,32,24,1,0.0128389,0.357223
3324,43822,24,1,32,16,8,1,0.0275802,0.177433
3331,2995,47,1,32,24,24,1,0.00538929,1.08328
3350,5122,80,1,32,64,16,1,0.0084239,0.549597
3365,38320,205,1,32,128,8,1,0.0561621,0.0574212
3387,14982,458,1,32,96,24,4,0.150905,0.0824072
3390,43822,783,1,32,128,48,1,0.286567,0.00975846
3402,2290,61,1,32,48,24,1,0.00602551,0.900162
3423,33509,306,1,32,72,64,1,0.0795992,0.0361444
3429,8760,70,1,32,64,32,1,0.00827245,0.453314
3459,65536,120,1,32,88,8,1,0.0433789,0.072325
3475,7661,18,1,32,16,8,1,0.00690444,0.756398
3487,1339,16,1,32,8,8,2,0.00527321,1.26667
3494,33509,18,1,32,8,8,1,0.0715049,0.0715002
3497,33509,157,1,32,64,32,1,0.0343942,0.132168
3498,4479,685,1,32,128,16,1,0.113825,0.0305597
3509,57308,36,1,32,32,32,1,0.0226235,0.210535
3511,11456,36,1,32,8,8,4,0.103431,0.154293
3515,4479,1024,1,32,80,16,2,0.167544,0.0365546
3571,57308,137,1,32,88,16,1,0.0407751,0.0978968
3585,25623,31,1,32,16,16,1,0.0178355,0.290082
3587,14982,350,1,32,64,64,4,0.128884,0.1261
3607,7661,179,1,32,96,16,1,0.0217367,0.176997
3621,4479,105,1,32,80,24,1,0.0105907,0.362806
3629,22406,599,1,32,72,8,1,0.167587,0.0250969
3658,1339,268,1,32,112,24,1,0.0221902,0.0417144
3659,65536,157,1,32,64,48,1,0.0587385,0.0600404
3666,2619,599,1,32,112,8,1,0.0804576,0.00610824
3710,8760,31,1,32,8,8,1,0.0298204,0.113602
3733,38320,400,1,32,88,48,1,0.112912,0.0353491
3761,2290,1024,1,32,72,32,4,0.116501,0.113519
3777,50113,1024,1,32,104,16,2,0.633093,0.0147861
3836,1531,105,1,32,96,64,1,0.00709715,0.0297021
3842,1751,599,1,32,128,40,4,0.0713787,0.199248
3843,22406,18,1,32,16,8,1,0.0147896,0.314713
3853,5122,27,1,32,16,16,1,0.00623435,0.979741
3872,5122,47,1,32,32,32,1,0.00603836,0.930939
3874,10018,524,1,32,96,56,4,0.140137,0.1011
3882,2003,783,1,32,112,40,4,0.0908352,0.166097
3896,50113,16,1,32,8,8,1,0.05358,0.0528368
3934,1751,268,1,32,80,48,1,0.0219113,0.0142473
3953,50113,24,1,32,16,8,1,0.0303655,0.127759
3961,7661,685,1,32,88,8,1,0.136959,0.0494136
3978,2619,306,1,32,80,40,2,0.0289204,0.265023
3980,17133,24,1,32,8,8,2,0.0557906,0.147555
3985,65536,41,1,32,16,8,2,0.117225,0.0476678
4027,22406,54,1,32,48,40,1,0.0116198,0.375432
4066,13101,137,1,32,96,24,1,0.0171656,0.209985
4071,1024,234,1,32,80,40,2,0.0140982,0.0226041
4078,3425,137,1,32,120,48,1,0.0119997,0.0362789
4084,1751,157,1,32,120,16,1,0.0131072,0.0378845
20,1171,27,1,64,8,8,2,0.00806071,0.0586543
34,2290,21,1,64,16,8,1,0.00398247,0.0435254
58,6699,80,1,64,72,40,1,0.0082288,0.0139964
83,1024,47,1,64,8,8,2,0.0132576,0.0223857
157,29302,783,1,64,64,48,1,0.374203,0.00895447
158,2003,41,1,64,40,24,1,0.0040047,0.0372348
164,7661,157,1,64,128,40,1,0.019806,0.0106996
179,19593,70,1,64,64,16,1,0.0111439,0.0146425
191,1024,350,1,64,128,48,1,0.0297477,0.00967785
197,1024,400,1,64,72,16,2,0.0434189,0.0130323
219,57308,685,1,64,104,16,2,0.377978,0.00208505
240,2995,36,1,64,8,8,2,0.018912,0.0236484
245,50113,685,1,64,128,48,2,0.318637,0.00554166
251,29302,16,1,64,16,8,1,0.00437596,0.0318741
255,4479,783,1,64,88,8,2,0.157451,0.00284547
288,19593,205,1,64,96,56,1,0.0359702,0.00105603
327,5858,31,1,64,24,16,1,0.00533155,0.0221913
390,2995,350,1,64,88,8,1,0.0550028,0.00991894
402,57308,120,1,64,64,16,1,0.0288031,0.0150897
404,4479,524,1,64,80,24,1,0.115554,0.00466709
412,43822,18,1,64,16,8,1,0.0229962,0.0142135
413,14982,350,1,64,72,24,4,0.0785424,0.00568426
414,29302,400,1,64,104,64,2,0.112305,0.00679387
431,14982,21,1,64,8,8,1,0.0285241,0.0187001
435,19593,350,1,64,88,64,1,0.068658,0.0058625
473,7661,234,1,64,128,64,1,0.0285226,0.0169455
477,10018,47,1,64,8,8,4,0.0799572,0.00243827
494,33509,105,1,64,80,48,1,0.0170482,0.00276661
495,1171,306,1,64,112,56,1,0.0272623,0.0143582
511,5122,685,1,64,120,24,1,0.158356,0.00148243
527,3917,47,1,64,24,16,1,0.00566657,0.0213652
541,19593,524,1,64,128,56,2,0.13156,0.00617841
542,10018,54,1,64,40,40,1,0.00648481,0.0183958
562,17133,47,1,64,40,40,1,0.00795481,0.0486302
576,8760,137,1,64,80,24,1,0.0151746,0.00746311
585,2003,234,1,64,96,56,2,0.0204192,0.0200746
586,5858,268,1,64,80,32,2,0.0354764,0.00832061
590,38320,47,1,64,32,16,1,0.0158417,0.00622095
597,3917,306,1,64,80,24,1,0.0450606,0.00681747
658,19593,234,1,64,80,8,2,0.0487817,0.00264285
664,3425,18,1,64,16,8,1,0.00429491,0.0234605
667,11456,350,1,64,88,32,2,0.0569352,0.00216416
697,29302,18,1,64,16,16,1,0.0151899,0.0052465
706,2290,27,1,64,8,8,2,0.0113421,0.0263811
715,2290,400,1,64,64,40,2,0.0505628,0.00526604
731,57308,157,1,64,120,56,1,0.0361586,0.0210045
733,6699,47,1,64,8,8,1,0.04441,0.00975027
739,4479,234,1,64,80,32,1,0.0280806,0.00714426
750,7661,179,1,64,72,16,1,0.026042,0.00432477
769,3917,54,1,64,16,8,1,0.0141434,0.00996865
772,3425,685,1,64,80,48,2,0.111221,0.00438617
803,5122,234,1,64,80,48,2,0.0239665,0.00378995
813,10018,137,1,64,120,32,1,0.017054,0.00988299
826,4479,80,1,64,72,48,1,0.00722762,0.0219658
827,11456,268,1,64,64,40,4,0.0549158,0.00548084
876,11456,524,1,64,120,40,2,0.0986098,0.00257865
899,2290,268,1,64,128,8,1,0.0341607,0.0135159
908,38320,1024,1,64,128,40,2,0.44573,0.00113886
920,2290,599,1,64,120,8,1,0.113794,0.00454383
928,2290,458,1,64,104,40,4,0.048589,0.00988226
942,11456,137,1,64,104,56,1,0.0163456,0.00899271
969,14982,350,1,64,72,48,1,0.0711662,0.00686014
985,1339,685,1,64,128,24,1,0.105775,0.00458857
1000,29302,157,1,64,64,56,1,0.0328728,0.0057678
1042,6699,27,1,64,8,8,2,0.0260822,0.00972165
1055,65536,1024,1,64,104,24,1,0.640351,0.00384103
1065,17133,599,1,64,128,16,2,0.149405,0.00325306
1078,11456,350,1,64,80,16,4,0.0721857,0.00494416
1092,1531,80,1,64,80,64,1,0.00461121,0.0384822
1099,38320,54,1,64,48,48,1,0.013131,0.0157951
1112,22406,685,1,64,64,8,8,0.452061,0.00554807
1120,13101,47,1,64,32,32,1,0.0072889,0.0146651
1174,65536,27,1,64,16,16,1,0.0322243,0.00937346
1235,57308,685,1,64,112,32,1,0.300583,0.00424829
1251,1024,350,1,64,96,8,2,0.0343016,0.0157953
1278,2995,783,1,64,72,8,1,0.235355,0.0136985
1281,5122,783,1,64,72,48,2,0.151011,0.00986549
1286,65536,105,1,64,72,56,1,0.0274532,0.0216511
1293,1171,1024,1,64,112,56,4,0.0987826,0.003016
1296,3917,400,1,64,72,24,4,0.0470312,0.00731116
1299,11456,61,1,64,8,8,4,0.133198,0.00324829
1312,2995,70,1,64,64,16,1,0.00636559,0.0181914
1316,2995,18,1,64,16,16,1,0.00400925,0.0235978
1317,57308,179,1,64,80,24,1,0.0508089,0.00754957
1333,17133,105,1,64,64,40,1,0.0131162,0.00477042
1350,11456,599,1,64,120,16,2,0.122461,0.0066608
1351,3425,205,1,64,112,64,1,0.0185696,0.0142261
1358,57308,783,1,64,104,64,2,0.480546,0.00292237
1382,8760,685,1,64,64,32,8,0.176436,0.00432869
1441,1751,234,1,64,104,16,1,0.025611,0.021474
1451,1531,54,1,64,48,8,1,0.00406437,0.0585004
1453,33509,24,1,64,24,24,1,0.00436065,0.0464327
1488,7661,47,1,64,40,32,1,0.00621029,0.0164424
1491,38320,157,1,64,88,48,1,0.0271378,0.00677438
1501,2003,157,1,64,72,16,2,0.0142454,0.0249959
1527,1024,179,1,64,104,40,1,0.0123776,0.0245161
1533,3917,41,1,64,40,32,1,0.00496217,0.0234456
1537,17133,120,1,64,104,16,1,0.0165524,0.00443907
1542,8760,70,1,64,64,40,1,0.00794878,0.0098492
1544,1171,524,1,64,64,56,8,0.038892,0.00292188
1553,4479,350,1,64,64,32,4,0.04244,0.00824467
1558,2995,54,1,64,16,8,2,0.0105942,0.0154207
1580,4479,41,1,64,16,8,1,0.00949342,0.0138138
1585,17133,16,1,64,8,8,2,0.0221883,0.00910377
1586,8760,16,1,64,16,8,1,0.00219792,0.0870551
1587,38320,400,1,64,80,8,2,0.155395,0.00924533
1588,3425,599,1,64,88,24,1,0.131588,0.0045535
1604,11456,54,1,64,16,8,2,0.0266606,0.00442158
1610,19593,41,1,64,32,24,1,0.00977263,0.00973381
1614,2995,18,1,64,8,8,1,0.00940791,0.0297704
1633,2003,70,1,64,64,24,1,0.00520532,0.0434015
1637,4479,1024,1,64,128,64,1,0.272118,0.0019964
1665,65536,458,1,64,104,48,4,0.492672,0.00986868
1684,17133,458,1,64,88,40,4,0.125832,0.00613239
1696,2995,80,1,64,80,40,1,0.0044152,0.0370512
1710,33509,61,1,64,32,32,1,0.0153391,0.0136827
1714,1531,234,1,64,88,56,1,0.0201675,0.024577
1733,2995,234,1,64,88,48,2,0.0223128,0.0142479
1750,8760,599,1,64,104,24,4,0.116171,0.00453376
1759,22406,24,1,64,8,8,2,0.0498405,0.00686912
1768,10018,137,1,64,96,32,1,0.0155109,0.00593631
1769,1751,458,1,64,96,8,1,0.0722754,0.00343296
1801,1171,47,1,64,24,24,1,0.00351049,0.0416998
1810,43822,137,1,64,80,8,1,0.0294402,0.00411666
1843,13101,157,1,64,120,16,1,0.0221246,0.00393741
1846,2003,458,1,64,112,32,1,0.0652835,0.00853338
1860,8760,18,1,64,8,8,1,0.0203079,0.0105239
1897,25623,47,1,64,16,8,1,0.0290158,0.00462234
1919,5122,400,1,64,128,40,2,0.061556,0.00424096
1932,3917,137,1,64,104,24,1,0.0131714,0.00707406
1938,22406,268,1,64,104,64,2,0.0566546,0.00923384
1939,11456,47,1,64,24,24,1,0.00733204,0.0136215
1984,2003,27,1,64,16,8,1,0.00399207,0.0189566
1986,2290,92,1,64,64,32,1,0.00645522,0.0221384
2016,1531,268,1,64,104,56,1,0.0226118,0.0151758
2044,10018,524,1,64,96,40,4,0.103762,0.00726293
2138,22406,27,1,64,16,8,1,0.0136463,0.00909524
2154,65536,54,1,64,8,8,2,0.464952,0.0014289
2165,1024,31,1,64,16,16,1,0.00351719,0.0228855
2185,2290,268,1,64,112,8,1,0.0337351,0.0121844
2223,14982,54,1,64,24,8,1,0.0164518,0.00969227
2243,65536,205,1,64,128,8,1,0.0623599,0.0147229
2258,5122,1024,1,64,120,56,2,0.217212,0.00262608
2288,5858,21,1,64,16,8,1,0.00534674,0.0198491
2327,38320,54,1,64,24,24,1,0.0299316,0.00390225
2333,10018,70,1,64,64,24,1,0.00844884,0.00852485
2384,6699,92,1,64,72,56,1,0.00902662,0.00511546
2392,5858,47,1,64,24,16,1,0.00628326,0.0164935
2396,10018,599,1,64,96,16,1,0.172687,0.00221986
2400,11456,458,1,64,72,64,2,0.0960629,0.0026024
2401,19593,157,1,64,96,32,1,0.0211892,0.00797276
2429,25623,306,1,64,72,56,4,0.123258,0.00879429
2460,1024,80,1,64,80,40,1,0.00333141,0.0480263
2463,33509,21,1,64,16,8,1,0.0171473,0.00968258
2485,65536,92,1,64,80,24,1,0.0238005,0.0264704
2514,17133,54,1,64,48,48,1,0.00809218,0.0142099
2527,43822,18,1,64,8,8,2,0.0934688,0.00999001
2535,50113,27,1,64,24,24,1,0.017986,0.00862067
2541,65536,350,1,64,80,56,1,0.14575,0.00643597
2563,2290,524,1,64,104,64,2,0.0740528,0.00924114
2564,2619,137,1,64,96,8,1,0.0123057,0.0197936
2630,13101,137,1,64,64,32,1,0.0195373,0.00678029
2642,5858,21,1,64,8,8,1,0.0141369,0.0151044
2652,57308,24,1,64,24,8,1,0.00640082,0.0338657
2690,2003,400,1,64,88,32,1,0.05486,0.00421345
2692,25623,31,1,64,16,16,1,0.015279,0.0187618
2693,1339,268,1,64,64,56,4,0.02088,0.00766677
2737,17133,458,1,64,120,8,2,0.109363,0.00113924
2752,2290,41,1,64,8,8,4,0.0213908,0.0250463
2801,1024,268,1,64,104,64,2,0.0202959,0.0215048
2835,29302,41,1,64,16,8,2,0.0395305,0.00973137
2882,50113,16,1,64,8,8,1,0.0500232,0.0174851
2888,22406,179,1,64,64,56,1,0.0317018,0.00346133
2911,6699,205,1,64,72,48,2,0.0228538,0.00780854
2930,4479,16,1,64,16,16,1,0.00159727,0.0855778
2933,1531,61,1,64,40,32,1,0.00451597,0.0358696
2941,25623,234,1,64,64,48,2,0.0595104,0.00915935
2960,2995,105,1,64,104,64,1,0.0093114,0.0253009
2973,50113,599,1,64,88,56,4,0.507019,0.00835118
2974,5122,70,1,64,64,24,1,0.00741591,0.0142232
2980,1024,36,1,64,16,16,1,0.00633461,0.0132657
2982,2995,205,1,64,104,8,1,0.0205874,0.017601
3005,50113,306,1,64,128,64,1,0.0780715,0.00962571
3006,11456,80,1,64,64,64,1,0.00832701,0.0150215
3033,1024,205,1,64,96,40,1,0.0169726,0.0213775
3051,3425,1024,1,64,104,8,1,0.342387,0.00124928
3052,8760,92,1,64,72,8,1,0.0105784,0.0125551
3080,22406,18,1,64,8,8,2,0.0483049,0.00983072
3094,29302,31,1,64,24,8,1,0.0130134,0.0116467
3099,38320,599,1,64,80,8,2,0.281537,0.00937683
3106,3425,179,1,64,104,8,1,0.0196477,0.00823331
3120,43822,21,1,64,8,8,2,0.0952868,0.00518303
3125,1751,41,1,64,16,16,2,0.00542101,0.0205729
3132,29302,1024,1,64,96,8,2,0.458331,0.00189181
3136,38320,120,1,64,96,56,1,0.0213536,0.00830146
3243,2995,16,1,64,8,8,2,0.00505363,0.0386938
3262,1531,31,1,64,24,24,1,0.00368252,0.0465811
3267,4479,157,1,64,64,40,1,0.018319,0.00429747
3269,1024,105,1,64,72,40,1,0.00563145,0.0597387
3275,2003,31,1,64,16,8,1,0.0041145,0.0254818
3301,5122,36,1,64,16,16,1,0.00996968,0.0182754
3326,2995,18,1,64,16,16,1,0.00404165,0.0223412
3362,43822,137,1,64,120,40,1,0.0259244,0.003642
3371,2290,105,1,64,88,16,1,0.00871601,0.0364824
3401,2290,783,1,64,112,64,2,0.119168,0.0082218
3422,1531,47,1,64,32,16,1,0.00392724,0.0360081
3426,14982,18,1,64,16,16,1,0.00892178,0.00957882
3432,38320,16,1,64,8,8,1,0.0418136,0.017209
3439,1751,36,1,64,24,8,1,0.00426073,0.025229
3486,3917,16,1,64,16,16,1,0.00155826,0.0930534
3488,1531,27,1,64,8,8,2,0.00901285,0.0389904
