m,n,avg,std
11504,2647,74,0.00451133,0.0162844
11520,2608,397,0.0683034,0.00527796
11536,1655,432,0.0494888,0.00542756
11552,1395,93,0.00415941,0.00989333
11568,895,184,0.00763495,0.0142027
11584,554,134,0.00267524,0.0180463
11600,271,146,0.00155508,0.0252655
11616,344,86,0.000880107,0.0518835
11632,869,85,0.00202556,0.0214244
11648,4131,92,0.0112202,0.00216227
11664,421,387,0.011645,0.0105396
11680,246,186,0.00201295,0.0312621
11696,7922,65,0.0117747,0.0112244
11712,560,107,0.00188781,0.0232888
11728,478,123,0.00216352,0.0305588
11744,1707,159,0.01233,0.009813
11760,929,471,0.0339455,0.00988093
11776,2587,148,0.0145654,0.0105379
11792,820,318,0.0175732,0.0123424
11808,4172,223,0.0462367,0.00435677
11824,752,517,0.0297951,0.00986242
11840,1324,378,0.0330676,0.00665833
11856,1569,106,0.00506447,0.0083706
11872,929,422,0.0291732,0.00998032
11888,894,67,0.00126254,0.0297028
11904,711,327,0.0166307,0.00935931
11920,828,606,0.0409462,0.00895215
11936,290,265,0.00427804,0.0268178
11952,1151,111,0.00440232,0.0196033
11968,5330,73,0.00895227,0.00447925
11984,2189,88,0.00537743,0.00957031
12000,973,336,0.0208517,0.00970977
12016,2420,146,0.0133727,0.00773726
12032,18742,106,0.0676176,0.00374313
12048,530,334,0.0118818,0.00969311
12064,11519,108,0.0409089,0.00177576
12080,2800,248,0.0347562,0.00711666
12096,2456,680,0.144535,0.00954931
12112,2738,133,0.0128042,0.0105723
12128,2799,481,0.0985868,0.00580944
12144,838,118,0.00353578,0.0182095
12160,1662,277,0.0268094,0.00906214
12176,5221,387,0.129871,0.00973633
12192,1373,255,0.021118,0.0102247
12208,3986,75,0.00679026,0.0120404
12224,301,135,0.00158763,0.0351011
12240,626,325,0.0136457,0.00995966
12256,2259,226,0.02516,0.00985643
12272,2131,277,0.0340803,0.0047441
12288,1138,446,0.0367025,0.00981812
12304,3256,112,0.0110175,0.00378633
12320,138,74,0.000447375,0.0461608
12336,670,299,0.0133378,0.00788023
12352,376,87,0.000994612,0.0360966
12368,6357,85,0.0142636,0.00340519
12384,723,106,0.0023135,0.0224973
12400,170,103,0.00073617,0.035991
12416,3278,83,0.00728643,0.00254857
12432,3070,103,0.00949706,0.00613287
12448,1659,169,0.0118994,0.00448854
12464,476,216,0.00499167,0.0186302
12480,460,117,0.00186972,0.0253888
12496,707,140,0.00382671,0.017238
12512,3030,245,0.0379376,0.00824702
12528,3360,121,0.0138392,0.0123548
12544,336,213,0.003516,0.0205617
12560,10099,190,0.0936194,0.00651518
12576,232,209,0.00221698,0.0217605
12592,6766,126,0.0305996,0.00956336
12608,3822,486,0.135901,0.00898606
12624,4407,65,0.00601382,0.0225406
12640,279,216,0.00288671,0.0221556
12656,15110,86,0.0423371,0.00698642
12672,4484,338,0.0892011,0.0090931
12688,1914,82,0.0041809,0.0217035
12704,443,330,0.00992208,0.014789
12720,85,71,0.000319345,0.0994975
12736,1356,64,0.00167042,0.0293825
12752,790,332,0.0174648,0.00779675
12768,876,181,0.0074897,0.00986536
12784,231,184,0.00188131,0.020143
12800,295,90,0.00085817,0.0374102
12816,1802,914,0.165036,0.00802861
12832,384,107,0.00131996,0.0373774
12848,546,144,0.0028649,0.0251274
12864,1206,247,0.0172762,0.00627083
12880,3258,167,0.021654,0.0113235
12896,2900,99,0.00798133,0.0040973
12912,4681,241,0.0568717,0.00427608
12928,67,65,0.000228797,0.0629314
12944,2907,236,0.0341046,0.008972
12960,694,682,0.0393245,0.00716443
12976,408,337,0.00901343,0.00806984
12992,524,114,0.00201461,0.0332451
13008,3486,295,0.0593381,0.00725914
13024,1573,153,0.0099533,0.0131402
13040,4222,100,0.0107351,0.00438771
13056,193,174,0.00157477,0.0233412
13072,2374,203,0.0221291,0.009826
13088,3582,199,0.0350249,0.0015558
13104,475,273,0.00796095,0.0118055
13120,209,100,0.000794241,0.0499989
13136,1348,243,0.0181399,0.00419383
13152,4336,82,0.00888129,0.00738273
13168,4191,106,0.0129196,0.00935867
13184,623,263,0.0103626,0.00980291
13200,427,123,0.00199884,0.0196068
13216,2158,330,0.0427288,0.00981831
13232,608,92,0.00163678,0.0340567
13248,377,282,0.00654693,0.017227
13264,178,92,0.000744673,0.0495795
13280,847,485,0.0325599,0.00776665
13296,18779,82,0.0475929,0.00286643
13312,169,135,0.00122147,0.0252897
13328,220,76,0.000565401,0.0430828
13344,193,71,0.000510653,0.0348354
13360,6151,103,0.0187562,0.00624423
13376,774,234,0.0101027,0.00998496
13392,1142,154,0.00737581,0.0150317
13408,1764,140,0.00919448,0.0062616
13424,475,427,0.0161315,0.0314241
13440,5426,149,0.0311008,0.0329421
13456,92,80,0.00038754,0.0391266
13472,1669,70,0.00277351,0.0378538
13488,960,75,0.00177148,0.0392565
13504,4251,158,0.0278968,0.0313893
13520,249,183,0.00234662,0.0410667
13536,10095,201,0.0973818,0.00296252
13552,1129,1075,0.125171,0.005668
13568,1199,96,0.00304563,0.0255484
13584,675,416,0.0202429,0.00916107
13600,3794,212,0.0363958,0.00996558
13616,543,340,0.0129687,0.0191329
13632,285,87,0.000808419,0.0342102
13648,1789,175,0.0142354,0.00241969
13664,1866,537,0.0775274,0.00646915
13680,1002,947,0.0889256,0.00146856
13696,1819,89,0.00492799,0.0183102
13712,128,108,0.000759915,0.0386756
13728,249,69,0.000538142,0.0562956
13744,4467,94,0.0126925,0.00589647
13760,1228,1010,0.122121,0.00670953
13776,2953,213,0.029583,0.00911657
13792,398,107,0.00134279,0.0428466
13808,12909,69,0.0249083,0.00994849
13824,6224,168,0.0388143,0.00708112
13840,11727,82,0.0304806,0.00947004
13856,2214,406,0.060194,0.00704626
13872,4643,139,0.0224245,0.00996441
13888,1205,1056,0.129965,0.00369026
13904,1062,92,0.00295379,0.0246222
13920,235,118,0.00109699,0.0447392
13936,481,104,0.00132052,0.0290468
13952,2641,331,0.053707,0.00962066
13968,1376,131,0.00646013,0.00967796
13984,1328,89,0.00349826,0.0154253
14000,679,150,0.00434751,0.0277436
14016,1189,605,0.0612006,0.00705093
14032,607,184,0.00510539,0.0191384
14048,280,126,0.00138146,0.0451575
14064,478,275,0.00814128,0.0243266
14080,205,115,0.000978851,0.0319732
14096,1350,139,0.00720087,0.00558434
14112,6412,81,0.0129913,0.00362431
14128,2934,533,0.121071,0.00672115
14144,676,70,0.00103295,0.0547191
14160,1038,271,0.0179672,0.00899392
14176,217,90,0.000707756,0.0311242
14192,1711,106,0.00557212,0.00677999
14208,168,107,0.000794845,0.0359516
14224,5860,133,0.0256906,0.020637
14240,1020,79,0.00213229,0.0215951
14256,4130,151,0.0242627,0.0132076
14272,375,138,0.0020056,0.0411269
14288,1921,176,0.013939,0.00515001
14304,900,195,0.00867358,0.00436481
14320,3539,137,0.0166106,0.00455029
14336,10511,117,0.0458113,0.00297167
14352,1126,895,0.0978587,0.00609705
14368,2180,115,0.00848933,0.0124802
14384,310,85,0.000803519,0.0333682
14400,1755,837,0.147138,0.00981011
14416,79,70,0.000281707,0.0597744
14432,5096,108,0.0156718,0.00354275
14448,521,133,0.00258804,0.0280914
14464,3388,235,0.0391066,0.00657837
14480,1128,1014,0.109933,0.00792844
14496,2281,132,0.0102263,0.0168094
14512,1923,374,0.0470406,0.00866098
14528,273,88,0.000748564,0.0495402
14544,393,144,0.00196287,0.0203077
14560,1232,213,0.0133944,0.00993546
14576,829,342,0.0199079,0.00957136
14592,2561,283,0.0502412,0.00781638
14608,850,97,0.00220081,0.0250191
14624,3916,123,0.016732,0.00533954
14640,2806,361,0.0630131,0.00977302
14656,6652,246,0.0889065,0.00349489
14672,1611,98,0.00443366,0.0059165
14688,1906,534,0.0795889,0.00682163
14704,1279,94,0.00395456,0.0088482
14720,242,128,0.00114353,0.0386984
14736,10135,159,0.0741828,0.00595934
14752,1142,171,0.00879784,0.00644874
14768,5047,102,0.0134956,0.0121844
14784,1427,102,0.00427762,0.0161067
14800,1568,380,0.0389581,0.00881429
14816,850,762,0.0571056,0.00323389
14832,18957,83,0.0499443,0.0173294
14848,659,364,0.0168975,0.00730666
14864,3192,281,0.049436,0.00782523
14880,24957,66,0.0449441,0.00528765
14896,2172,807,0.170938,0.00352854
14912,3208,276,0.0475375,0.00971804
14928,1842,246,0.0241226,0.0143591
14944,15460,101,0.0527098,0.00109601
14960,546,86,0.00125308,0.0238794
14976,535,83,0.00120666,0.0442843
14992,1494,112,0.00535059,0.00966572
15008,160,129,0.00101087,0.0167657
15024,440,393,0.0121333,0.0179391
15040,1081,69,0.00159185,0.0345211
15056,10451,87,0.0301471,0.0108388
15072,3966,478,0.135753,0.00775024
15088,4671,421,0.131515,0.0163099
15104,1081,104,0.00325709,0.00984861
15120,7263,72,0.0117762,0.0228625
15136,5700,284,0.0888845,0.0062469
15152,6353,131,0.0270086,0.00826183
15168,7624,83,0.0176106,0.00517605
15184,575,334,0.0137478,0.0139104
15200,8306,178,0.0630439,0.00401435
15216,344,96,0.000906441,0.0374951
15232,229,155,0.00157099,0.0217021
15248,673,133,0.00329347,0.0141785
15264,6392,146,0.0331413,0.00917597
15280,28343,69,0.0538106,0.00986111
15296,1071,682,0.0660946,0.00436932
15312,2859,80,0.00550519,0.0177532
15328,20997,89,0.0634404,0.00898062
15344,7829,86,0.0196006,0.0099446
15360,222,202,0.00207125,0.0237977
15376,191,149,0.00134146,0.0355895
15392,631,343,0.0160989,0.00883396
15408,1890,880,0.159797,0.0049279
15424,23864,69,0.0458532,0.00689482
15440,9481,76,0.0183176,0.00992485
15456,2485,86,0.00595477,0.0179558
15472,693,344,0.0162675,0.00887744
15488,1858,433,0.0557341,0.00783977
15504,6208,208,0.055322,0.00469928
15520,110,72,0.000360642,0.0455544
15536,304,186,0.00246674,0.023641
15552,1113,281,0.0192962,0.00802486
15568,407,236,0.00521275,0.0172367
15584,74,65,0.00024342,0.0642918
15600,4695,310,0.0832094,0.00903904
15616,274,171,0.00209674,0.0274995
15632,125,109,0.000750166,0.038399
15648,3908,145,0.0202441,0.00312664
15664,1667,227,0.0193826,0.00303528
15680,1041,83,0.00243225,0.0290326
15696,1217,126,0.00608475,0.0114438
15712,215,171,0.00176102,0.0373746
15728,953,69,0.00142024,0.0343616
15744,3037,295,0.0528517,0.00766523
15760,935,68,0.00131742,0.0394068
15776,8908,126,0.0440192,0.00997228
15792,9656,182,0.0804299,0.00440125
15808,2789,112,0.00993851,0.0290739
15824,144,95,0.000691915,0.0523104
15840,6603,171,0.0471746,0.00476784
15856,1149,444,0.0393006,0.0281784
15872,632,119,0.00290049,0.0062594
15888,9155,83,0.024843,0.00976442
15904,3067,117,0.0122985,0.00588264
15920,1998,391,0.0575397,0.00609105
15936,668,128,0.00276266,0.0209412
15952,1663,275,0.0272093,0.00618338
15968,269,232,0.00290599,0.026869
15984,4556,157,0.0282946,0.00334554
16000,503,106,0.00156502,0.0468526
16016,3333,259,0.0463981,0.00881854
16032,1896,242,0.0237581,0.00997578
16048,3500,94,0.0101738,0.00862567
16064,1853,195,0.0166748,0.00994044
16080,15598,126,0.083409,0.00166479
16096,194,177,0.00161493,0.0256666
16112,3700,124,0.0158719,0.00806778
16128,576,195,0.00545051,0.0194673
16144,597,255,0.00963023,0.012639
16160,2135,98,0.00581698,0.00947018
16176,1479,761,0.107134,0.00592676
16192,2085,164,0.0136387,0.00868148
16208,522,136,0.00246329,0.0242684
16224,634,600,0.0287582,0.0122969
16240,698,189,0.00655395,0.0167698
16256,896,107,0.00303115,0.0139939
16272,551,223,0.00698774,0.00934551
16288,589,212,0.00649644,0.0154211
16304,110,80,0.000436619,0.0410324
16320,12119,70,0.0232689,0.0120268
16336,12338,141,0.0726422,0.00983133
16352,1474,74,0.00246642,0.0255929
16368,19964,67,0.036009,0.00417156
16384,5767,314,0.103576,0.00980427
16400,18281,68,0.0347291,0.00952725
16416,744,412,0.0218006,0.0114937
16432,3477,497,0.126309,0.00494623
16448,1358,1012,0.138238,0.00938257
16464,7258,277,0.111179,0.00961151
16480,882,389,0.0248765,0.0129233
16496,2943,576,0.134709,0.00997917
16512,1078,649,0.0602712,0.0098131
16528,476,136,0.00218326,0.0203225
16544,3800,477,0.129493,0.00953936
16560,9080,180,0.0726417,0.00268593
16576,2899,242,0.0361787,0.00622765
16592,1652,129,0.00729452,0.00945921
16608,845,194,0.00786821,0.00677383
16624,3621,106,0.0109682,0.0147502
16640,166,79,0.000568606,0.0493661
16656,5439,247,0.0683596,0.00275485
16672,994,65,0.00133862,0.0441978
16688,1369,298,0.0254861,0.00487986
16704,110,70,0.000349895,0.0834549
16720,2352,608,0.115204,0.00996194
16736,835,74,0.00137971,0.0279069
16752,414,394,0.0115252,0.00592865
16768,3768,212,0.0360419,0.0073294
16784,1305,399,0.0369063,0.00993659
16800,227,221,0.00253139,0.0348749
16816,368,141,0.00200902,0.0289167
16832,1178,991,0.116321,0.00597692
16848,900,148,0.00541536,0.00920275
16864,12335,94,0.0431461,0.00975485
16880,868,535,0.0371876,0.00962398
16896,535,524,0.0226306,0.0105759
16912,13156,81,0.0341492,0.00459575
16928,1279,247,0.0190804,0.00669393
16944,1075,113,0.00413034,0.00739417
16960,885,175,0.00739628,0.0118376
16976,593,64,0.000734253,0.0487056
16992,1170,619,0.0628007,0.0136546
17008,671,298,0.0132502,0.00970282
17024,169,65,0.000419213,0.0759907
17040,1963,383,0.051645,0.00999364
17056,321,120,0.00131277,0.0437613
17072,948,215,0.0110635,0.00579035
17088,5498,155,0.0321558,0.00773252
17104,1922,861,0.165411,0.00925273
17120,5382,312,0.095055,0.00482684
17136,363,281,0.00626247,0.0177198
17152,13972,94,0.0495994,0.0016192
17168,112,98,0.000627086,0.0576864
17184,15697,114,0.0687493,0.00932272
17200,2114,67,0.00316278,0.0198402
17216,1062,86,0.00256937,0.0337056
17232,313,90,0.000902124,0.0419719
17248,2334,375,0.0577718,0.00988134
17264,2564,212,0.0284017,0.00769694
17280,614,99,0.00165879,0.0297526
17296,562,158,0.00393392,0.0173033
17312,739,309,0.0152802,0.00956305
17328,185,138,0.00117015,0.0350169
17344,2522,233,0.0290217,0.0055927
17360,1446,394,0.0390913,0.00774709
17376,164,132,0.000987549,0.0358596
17392,1557,102,0.00479667,0.0204751
17408,6236,111,0.0219578,0.00519257
17424,2258,97,0.00604706,0.0164606
17440,2313,89,0.00617928,0.0083127
17456,1464,67,0.00212749,0.0237588
17472,28175,64,0.0473355,0.00585692
17488,4128,233,0.0479219,0.00412829
17504,235,190,0.00205018,0.0242513
17520,3734,228,0.0396854,0.00290384
17536,1897,206,0.0189647,0.00997797
17552,12654,139,0.0718949,0.00753809
17568,404,255,0.00613851,0.00996843
17584,2696,680,0.158164,0.00969389
17600,828,169,0.00621272,0.0158087
17616,808,77,0.00143569,0.0439967
17632,5506,227,0.0589157,0.00581984
17648,824,106,0.00265191,0.0168413
17664,3210,568,0.140277,0.00711435
17680,2264,261,0.0325757,0.0293391
17696,1357,94,0.00415568,0.0204609
17712,363,351,0.00895403,0.0153168
17728,1622,853,0.137242,0.00970012
17744,582,156,0.0038531,0.00437403
17760,413,407,0.0122984,0.0118659
17776,104,89,0.00049933,0.0318449
17792,411,68,0.000640455,0.0462645
17808,1625,94,0.00497297,0.00312529
17824,401,71,0.000701678,0.0513888
17840,1201,949,0.114178,0.00466946
17856,1841,403,0.0503622,0.00584485
17872,253,252,0.00325987,0.0288425
17888,828,312,0.0159882,0.0123979
17904,537,208,0.00542482,0.0142699
17920,3690,129,0.0149192,0.0206516
17936,843,794,0.062154,0.00209285
17952,1822,94,0.00557356,0.0200136
17968,1635,96,0.00412943,0.00997001
17984,16100,126,0.087986,0.00441598
18000,91,90,0.000467617,0.0395502
18016,10519,117,0.0466504,0.0099969
18032,286,209,0.00288576,0.031361
18048,594,181,0.00498051,0.00994508
18064,2967,575,0.140604,0.00693158
18080,567,142,0.00327063,0.0259545
18096,562,163,0.00388008,0.00989908
18112,2610,425,0.0746466,0.00746436
18128,1362,660,0.077932,0.00575773
18144,394,254,0.00588503,0.0140329
18160,16066,97,0.0533516,0.00825892
18176,4526,99,0.0116309,0.00988909
18192,366,90,0.000995806,0.031759
18208,226,100,0.000761076,0.0398996
18224,1060,435,0.0344324,0.0320919
18240,705,76,0.00134702,0.0407175
18256,1116,949,0.104742,0.0338543
18272,7587,264,0.104094,0.00479731
18288,8822,120,0.0372713,0.00787525
18304,7455,166,0.0485569,0.00985211
18320,647,96,0.00158956,0.0457955
18336,625,391,0.0188562,0.00900875
18352,890,403,0.0260912,0.00947329
18368,4562,291,0.0743472,0.00951942
18384,1330,491,0.0499576,0.00581529
18400,1353,477,0.0483716,0.00998848
18416,982,700,0.0608444,0.00990169
18432,576,343,0.0141295,0.0170252
18448,250,80,0.000604819,0.0503218
18464,5195,85,0.0117177,0.00919029
18480,271,93,0.000884251,0.0442987
18496,10582,141,0.059782,0.00691314
18512,1053,774,0.078227,0.0036494
18528,844,231,0.0110292,0.00657764
18544,248,140,0.00133209,0.0283284
18560,1167,99,0.00341584,0.0321221
18576,756,233,0.00965356,0.0189577
18592,23058,90,0.070972,0.00383009
18608,160,75,0.000521283,0.0715922
18624,1472,154,0.00939244,0.00995433
18640,1594,466,0.0538498,0.0092882
18656,1559,460,0.0524806,0.00860525
18672,1591,593,0.0776077,0.00944311
18688,2606,216,0.0260999,0.0112587
18704,631,243,0.00900414,0.00994402
18720,290,160,0.00181974,0.038361
18736,952,540,0.0393982,0.00999973
18752,1135,426,0.034927,0.0135832
18768,3833,368,0.0862104,0.00969601
18784,1000,582,0.0467289,0.00558026
18800,629,439,0.0221131,0.0107708
18816,261,66,0.000515926,0.06578
18832,833,85,0.00200265,0.0322885
18848,934,215,0.0109747,0.0127064
18864,323,181,0.0026033,0.0204959
18880,1932,665,0.111294,0.00574826
18896,591,276,0.0101391,0.00983202
18912,838,240,0.0109031,0.0076727
18928,4915,294,0.0869827,0.0076285
18944,578,101,0.00167333,0.027422
18960,360,148,0.00204717,0.025997
18976,1218,64,0.00148647,0.0403759
18992,359,122,0.00162798,0.0290195
19008,555,125,0.0026763,0.0211217
19024,618,492,0.0237386,0.00992838
19040,721,399,0.0214844,0.00568625
19056,1474,465,0.0492009,0.0088843
19072,9768,149,0.0608006,0.00538039
19088,3363,375,0.0816174,0.00962137
19104,5212,235,0.0600937,0.00493379
19120,244,83,0.000674292,0.0429659
19136,1496,222,0.0171951,0.0099723
19152,3112,375,0.0752574,0.00990941
19168,754,588,0.0374722,0.00609375
19184,140,86,0.000586925,0.0400562
19200,1373,280,0.0229681,0.0071812
19216,416,115,0.00159607,0.0387068
19232,5368,130,0.0221924,0.00951104
19248,1070,756,0.0732137,0.00381885
19264,1626,540,0.0678517,0.00983392
19280,233,189,0.00203437,0.0289165
19296,175,148,0.00119212,0.026106
19312,851,247,0.0127525,0.00934641
19328,3388,533,0.138846,0.0098771
19344,1192,186,0.010281,0.00423842
19360,3618,89,0.00925711,0.0149365
19376,4026,257,0.0527658,0.00860138
19392,3628,78,0.00672483,0.0182
19408,2150,111,0.00796241,0.0179665
19424,15933,118,0.0758002,0.00580326
19440,10506,103,0.0342949,0.00305858
19456,269,160,0.00167175,0.0215427
19472,1430,82,0.00311566,0.0204662
19488,436,80,0.000848461,0.0329811
19504,281,266,0.00390331,0.019074
19520,468,64,0.000628842,0.0438134
19536,8854,135,0.044592,0.00716836
19552,324,163,0.00215548,0.0250013
19568,9267,84,0.0234338,0.0043805
19584,86,84,0.000408918,0.0364616
19600,3635,487,0.132478,0.00944362
19616,165,91,0.00069596,0.0416387
19632,5351,272,0.0745181,0.0099894
19648,5707,296,0.0918656,0.0090404
19664,1332,196,0.0121221,0.00996584
19680,7359,78,0.0137391,0.00371454
19696,12841,65,0.0236085,0.00664275
19712,165,102,0.000696601,0.0442085
19728,90,76,0.000351819,0.0548602
19744,11378,80,0.0274068,0.00561699
19760,14173,64,0.0249624,0.0160118
19776,2170,358,0.0484452,0.00544068
19792,7035,249,0.0890903,0.00442553
19808,1358,242,0.01792,0.00647157
19824,1919,229,0.0224217,0.011261
19840,985,73,0.00157679,0.0362851
19856,2072,154,0.0130462,0.0221125
19872,437,81,0.000939893,0.0398894
19888,3267,158,0.0209051,0.00374739
19904,281,78,0.000654465,0.068607
19920,3977,488,0.137997,0.0089595
19936,280,172,0.00197398,0.0244735
19952,1370,685,0.0844507,0.00972832
19968,205,111,0.000952563,0.0491069
19984,2708,80,0.00527307,0.0191733
20000,205,191,0.00196258,0.0259917
20016,2294,115,0.008841,0.00995742
20032,369,104,0.0011026,0.0293493
20048,1857,594,0.0899098,0.00640303
20064,7024,108,0.0221605,0.0114283
20080,1166,149,0.00723973,0.00384426
20096,1129,68,0.00159393,0.0383735
20112,738,161,0.00496207,0.00842342
20128,1419,145,0.00806787,0.00215052
20144,929,98,0.00253396,0.0203327
20160,4663,193,0.0372553,0.00996067
20176,4749,358,0.103625,0.00656982
20192,4753,352,0.096271,0.00912906
20208,379,147,0.00218853,0.0256609
20224,666,128,0.00270866,0.0156459
20240,199,96,0.000689997,0.0478564
20256,1289,795,0.100037,0.00997102
20272,1430,95,0.00453139,0.0157067
20288,26266,78,0.0606221,0.00862155
20304,3796,229,0.0414904,0.00119649
20320,11338,70,0.021746,0.00504278
20336,5497,191,0.0463307,0.0069639
20352,1331,340,0.0293605,0.00831626
20368,6281,201,0.0540262,0.00970667
20384,399,66,0.000660582,0.0463554
20400,1412,226,0.0161965,0.00989934
20416,10462,154,0.0689004,0.00811806
20432,2556,65,0.00368493,0.0135363
20448,418,172,0.002994,0.0182188
20464,203,110,0.000885549,0.0417625
20480,2079,93,0.00609513,0.00267957
20496,485,420,0.0150215,0.00560894
20512,4084,259,0.0634769,0.00635537
20528,8131,91,0.0239284,0.0356905
20544,12037,68,0.0231573,0.00789555
20560,776,216,0.00842,0.00855104
20576,2822,185,0.0247419,0.00514382
20592,3111,261,0.0453788,0.0329457
20608,1452,527,0.0600732,0.008664
20624,975,126,0.00482058,0.00870263
20640,16776,96,0.0499428,0.00623003
20656,17545,65,0.0309449,0.00498001
20672,2488,141,0.0130162,0.00276605
20688,1860,842,0.153755,0.00884854
20704,2743,101,0.0077054,0.00996091
20720,2658,82,0.00567762,0.00563527
20736,1263,105,0.00403739,0.0184158
